Animal Number,Group Number,Days In Milk,Lactation Number,Date,Parlor Name,Parlor Number,Session Number,Batch Number,MPC Number,Id Time,Begin Time,Milk duration (mm:ss),End Time,Yield,Rel. Yield (%),Yield First 2 Min.,ECM Yield,Low Yield,Second Lap
4575,2,48,1,5/14/2017,Parlor1,1,3,4,4,,5/14/2017 4:20 PM,14:53,4:35 PM,0.24,100.00,0.08,,Unchecked,Unchecked
4525,3,52,1,5/14/2017,Parlor1,1,3,4,2,,5/14/2017 4:22 PM,09:18,4:31 PM,1.92,59.00,0.78,,Checked,Unchecked
4066,3,55,1,5/14/2017,Parlor1,1,3,4,1,,5/14/2017 4:19 PM,11:11,4:30 PM,3.05,72.00,0.50,,Checked,Unchecked
4535,3,52,1,5/14/2017,Parlor1,1,3,0,8,,5/14/2017 4:14 PM,09:26,4:24 PM,3.29,0.00,0.25,,Unchecked,Unchecked
4582,3,52,1,5/14/2017,Parlor1,1,3,0,1,,5/14/2017 4:50 PM,11:26,5:01 PM,3.72,0.00,1.40,,Unchecked,Unchecked
4586,2,55,1,5/14/2017,Parlor1,1,3,0,6,,5/14/2017 4:13 PM,12:05,4:25 PM,4.94,0.00,0.73,,Unchecked,Unchecked
5402,2,51,1,5/14/2017,Parlor1,1,3,0,7,,5/14/2017 4:13 PM,11:41,4:25 PM,2.67,0.00,0.70,,Unchecked,Unchecked
4537,2,48,1,5/14/2017,Parlor1,1,3,0,5,,5/14/2017 4:37 PM,08:00,4:45 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4545,2,47,1,5/14/2017,Parlor1,1,3,0,6,,5/14/2017 4:42 PM,17:34,5:00 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4536,2,51,1,5/14/2017,Parlor1,1,3,0,7,,5/14/2017 4:43 PM,08:00,4:51 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4585,2,50,1,5/14/2017,Parlor1,1,3,0,8,,5/14/2017 4:41 PM,08:00,4:49 PM,0.00,0.00,0.00,,Unchecked,Unchecked
4583,4,58,1,5/15/2017,Parlor1,1,1,2,1,,5/15/2017 8:18 AM,00:54,8:19 AM,12.12,150.00,3.60,,Unchecked,Unchecked
4587,4,60,1,5/15/2017,Parlor1,1,1,2,3,,5/15/2017 8:17 AM,15:21,8:32 AM,8.46,83.00,1.18,,Unchecked,Unchecked
4573,4,55,1,5/15/2017,Parlor1,1,1,2,4,,5/15/2017 8:17 AM,08:13,8:25 AM,3.78,76.00,0.65,,Checked,Unchecked
4548,4,57,1,5/15/2017,Parlor1,1,1,2,2,,5/15/2017 8:16 AM,20:37,8:37 AM,13.23,132.00,1.80,,Unchecked,Unchecked
4535,3,52,1,5/15/2017,Parlor1,1,1,3,3,,5/15/2017 8:42 AM,14:07,8:56 AM,6.93,103.00,2.35,,Unchecked,Unchecked
4560,3,54,1,5/15/2017,Parlor1,1,1,3,4,,5/15/2017 8:42 AM,17:00,8:59 AM,14.73,136.00,1.10,,Unchecked,Unchecked
4551,3,52,1,5/15/2017,Parlor1,1,1,3,2,,5/15/2017 8:42 AM,13:57,8:56 AM,12.93,134.00,1.90,,Unchecked,Unchecked
5407,4,56,1,5/15/2017,Parlor1,1,1,3,1,,5/15/2017 8:42 AM,15:37,8:58 AM,13.55,111.00,0.70,,Unchecked,Unchecked
4525,3,52,1,5/15/2017,Parlor1,1,1,1,8,,5/15/2017 8:52 AM,09:26,9:01 AM,10.38,135.00,0.00,,Unchecked,Unchecked
4586,2,55,1,5/15/2017,Parlor1,1,1,1,7,,5/15/2017 8:52 AM,11:41,9:04 AM,7.27,146.00,0.00,,Unchecked,Unchecked
5403,3,53,1,5/15/2017,Parlor1,1,1,1,6,,5/15/2017 8:52 AM,12:05,9:04 AM,6.95,100.00,0.00,,Unchecked,Unchecked
4066,3,55,1,5/15/2017,Parlor1,1,1,1,5,,5/15/2017 8:51 AM,12:49,9:04 AM,21.32,207.00,0.00,,Unchecked,Unchecked
4577,2,48,1,5/15/2017,Parlor1,1,1,4,3,,5/15/2017 9:05 AM,10:42,9:16 AM,5.05,137.00,0.60,,Unchecked,Unchecked
4585,2,50,1,5/15/2017,Parlor1,1,1,4,4,,5/15/2017 9:05 AM,13:36,9:18 AM,10.38,128.00,3.77,,Unchecked,Unchecked
5409,3,53,1,5/15/2017,Parlor1,1,1,4,2,,5/15/2017 9:04 AM,27:04,9:32 AM,11.61,117.00,2.33,,Unchecked,Unchecked
5402,2,51,1,5/15/2017,Parlor1,1,1,4,1,,5/15/2017 9:04 AM,11:28,9:15 AM,4.68,85.00,2.88,,Unchecked,Unchecked
4536,2,51,1,5/15/2017,Parlor1,1,1,5,8,,5/15/2017 9:20 AM,08:59,9:29 AM,10.82,219.00,3.23,,Unchecked,Unchecked
4575,2,48,1,5/15/2017,Parlor1,1,1,5,6,,5/15/2017 9:20 AM,11:04,9:31 AM,6.39,123.00,0.00,,Unchecked,Unchecked
4582,3,52,1,5/15/2017,Parlor1,1,1,5,5,,5/15/2017 9:19 AM,08:25,9:27 AM,10.70,128.00,1.93,,Unchecked,Unchecked
4545,2,47,1,5/15/2017,Parlor1,1,1,7,3,,5/15/2017 9:26 AM,06:13,9:32 AM,8.82,100.00,2.08,,Unchecked,Unchecked
4065,4,60,1,5/15/2017,Parlor1,1,1,0,7,,5/15/2017 8:19 AM,08:00,8:27 AM,1.30,0.00,2.38,,Unchecked,Unchecked
4550,4,56,1,5/15/2017,Parlor1,1,1,0,6,,5/15/2017 8:18 AM,06:26,8:25 AM,5.87,0.00,7.00,,Unchecked,Unchecked
4581,4,57,1,5/15/2017,Parlor1,1,1,0,5,,5/15/2017 8:18 AM,08:00,8:26 AM,4.66,0.00,3.17,,Unchecked,Unchecked
4581,4,57,1,5/15/2017,Parlor1,1,2,1,3,,5/15/2017 12:46 PM,10:50,12:57 PM,4.76,185.00,0.90,,Unchecked,Unchecked
4065,4,60,1,5/15/2017,Parlor1,1,2,1,4,,5/15/2017 12:53 PM,05:21,12:58 PM,0.03,4.00,0.00,,Checked,Unchecked
4546,4,57,1,5/15/2017,Parlor1,1,2,1,2,,5/15/2017 12:46 PM,11:26,12:57 PM,5.96,49.00,0.60,,Checked,Unchecked
4583,4,58,1,5/15/2017,Parlor1,1,2,1,1,,5/15/2017 12:45 PM,09:05,12:54 PM,4.50,197.00,2.18,,Unchecked,Unchecked
4535,3,52,1,5/15/2017,Parlor1,1,2,3,8,,5/15/2017 1:06 PM,06:30,1:13 PM,2.68,77.00,0.00,,Checked,Unchecked
5402,2,51,1,5/15/2017,Parlor1,1,2,3,7,,5/15/2017 12:56 PM,13:05,1:10 PM,1.33,47.00,0.98,,Checked,Unchecked
4551,3,52,1,5/15/2017,Parlor1,1,2,3,6,,5/15/2017 12:56 PM,14:29,1:10 PM,3.86,77.00,2.05,,Checked,Unchecked
4573,4,55,1,5/15/2017,Parlor1,1,2,3,5,,5/15/2017 12:55 PM,03:42,12:59 PM,2.02,78.00,0.98,,Checked,Unchecked
4560,3,54,1,5/15/2017,Parlor1,1,2,4,3,,5/15/2017 1:05 PM,06:47,1:12 PM,4.30,149.00,0.95,,Unchecked,Unchecked
5403,3,53,1,5/15/2017,Parlor1,1,2,4,4,,5/15/2017 1:04 PM,04:48,1:09 PM,2.80,150.00,0.00,,Unchecked,Unchecked
4586,2,55,1,5/15/2017,Parlor1,1,2,4,2,,5/15/2017 1:04 PM,07:12,1:12 PM,2.33,173.00,1.13,,Unchecked,Unchecked
4066,3,55,1,5/15/2017,Parlor1,1,2,4,1,,5/15/2017 1:05 PM,06:37,1:12 PM,5.32,189.00,1.03,,Unchecked,Unchecked
4536,2,51,1,5/15/2017,Parlor1,1,2,5,3,,5/15/2017 1:21 PM,09:51,1:31 PM,4.35,200.00,1.73,,Unchecked,Unchecked
4582,3,52,1,5/15/2017,Parlor1,1,2,5,4,,5/15/2017 1:22 PM,10:31,1:32 PM,4.69,217.00,1.13,,Unchecked,Unchecked
4525,3,52,1,5/15/2017,Parlor1,1,2,5,2,,5/15/2017 1:21 PM,10:26,1:31 PM,3.23,145.00,1.33,,Unchecked,Unchecked
5409,3,53,1,5/15/2017,Parlor1,1,2,5,1,,5/15/2017 1:20 PM,08:33,1:29 PM,3.33,124.00,2.48,,Unchecked,Unchecked
4545,2,47,1,5/15/2017,Parlor1,1,2,6,8,,5/15/2017 1:22 PM,04:44,1:27 PM,3.76,100.00,0.35,,Unchecked,Unchecked
4575,2,48,1,5/15/2017,Parlor1,1,2,6,7,,5/15/2017 1:23 PM,07:20,1:30 PM,2.55,193.00,0.00,,Unchecked,Unchecked
4585,2,50,1,5/15/2017,Parlor1,1,2,6,6,,5/15/2017 1:23 PM,07:00,1:30 PM,4.16,216.00,3.00,,Unchecked,Unchecked
4577,2,48,1,5/15/2017,Parlor1,1,2,6,5,,5/15/2017 1:23 PM,07:33,1:30 PM,1.89,189.00,0.55,,Unchecked,Unchecked
4548,4,57,1,5/15/2017,Parlor1,1,2,0,5,,5/15/2017 12:47 PM,09:09,12:57 PM,5.15,0.00,1.50,,Unchecked,Unchecked
4550,4,56,1,5/15/2017,Parlor1,1,2,0,7,,5/15/2017 12:49 PM,06:26,12:55 PM,5.87,0.00,1.35,,Unchecked,Unchecked
4587,4,60,1,5/15/2017,Parlor1,1,2,0,6,,5/15/2017 12:48 PM,08:37,12:57 PM,5.24,0.00,1.05,,Unchecked,Unchecked
5407,4,56,1,5/15/2017,Parlor1,1,2,0,8,,5/15/2017 12:49 PM,07:28,12:57 PM,6.18,0.00,1.13,,Unchecked,Unchecked
4537,2,48,1,5/15/2017,Parlor1,1,2,0,8,,5/15/2017 1:39 PM,08:46,1:47 PM,0.61,0.00,0.00,,Unchecked,Unchecked
4586,2,55,1,5/15/2017,Parlor1,1,3,1,3,,5/15/2017 3:38 PM,04:45,3:43 PM,0.95,118.00,0.55,,Unchecked,Unchecked
4551,3,52,1,5/15/2017,Parlor1,1,3,1,4,,5/15/2017 3:37 PM,05:35,3:43 PM,2.24,136.00,1.50,,Unchecked,Unchecked
5409,3,53,1,5/15/2017,Parlor1,1,3,1,2,,5/15/2017 3:38 PM,05:01,3:43 PM,1.60,113.00,1.30,,Unchecked,Unchecked
5403,3,53,1,5/15/2017,Parlor1,1,3,1,1,,5/15/2017 3:37 PM,06:13,3:43 PM,1.60,142.00,1.40,,Unchecked,Unchecked
4066,3,55,1,5/15/2017,Parlor1,1,3,2,8,,5/15/2017 3:39 PM,09:23,3:49 PM,2.72,162.00,1.03,,Unchecked,Unchecked
4525,3,52,1,5/15/2017,Parlor1,1,3,2,7,,5/15/2017 3:39 PM,10:05,3:49 PM,1.49,133.00,0.00,,Unchecked,Unchecked
4560,3,54,1,5/15/2017,Parlor1,1,3,2,6,,5/15/2017 3:39 PM,10:07,3:49 PM,2.91,175.00,0.70,,Unchecked,Unchecked
5402,2,51,1,5/15/2017,Parlor1,1,3,2,5,,5/15/2017 3:38 PM,05:54,3:44 PM,2.36,253.00,2.15,,Unchecked,Unchecked
4587,4,60,1,5/15/2017,Parlor1,1,3,3,3,,5/15/2017 3:46 PM,05:10,3:51 PM,4.44,228.00,1.58,,Unchecked,Unchecked
4583,4,58,1,5/15/2017,Parlor1,1,3,3,4,,5/15/2017 3:46 PM,08:26,3:55 PM,2.55,162.00,1.55,,Unchecked,Unchecked
5407,4,56,1,5/15/2017,Parlor1,1,3,3,2,,5/15/2017 3:46 PM,04:14,3:50 PM,2.23,97.00,0.75,,Unchecked,Unchecked
4535,3,52,1,5/15/2017,Parlor1,1,3,3,1,,5/15/2017 3:47 PM,05:14,3:52 PM,2.08,179.00,1.05,,Unchecked,Unchecked
4537,2,48,1,5/15/2017,Parlor1,1,3,4,3,,5/15/2017 4:03 PM,10:52,4:14 PM,2.35,100.00,0.13,,Unchecked,Unchecked
4536,2,51,1,5/15/2017,Parlor1,1,3,4,4,,5/15/2017 4:04 PM,07:56,4:12 PM,2.11,200.00,1.00,,Unchecked,Unchecked
4548,4,57,1,5/15/2017,Parlor1,1,3,4,2,,5/15/2017 4:04 PM,10:50,4:14 PM,4.78,226.00,0.75,,Unchecked,Unchecked
4546,4,57,1,5/15/2017,Parlor1,1,3,4,1,,5/15/2017 4:03 PM,08:51,4:12 PM,3.49,151.00,1.13,,Unchecked,Unchecked
4581,4,57,1,5/15/2017,Parlor1,1,3,5,8,,5/15/2017 3:56 PM,28:03,4:24 PM,5.54,200.00,1.15,,Unchecked,Unchecked
4550,4,56,1,5/15/2017,Parlor1,1,3,5,7,,5/15/2017 3:56 PM,10:53,4:07 PM,3.22,143.00,1.08,,Unchecked,Unchecked
4065,4,60,1,5/15/2017,Parlor1,1,3,5,6,,5/15/2017 3:55 PM,09:24,4:05 PM,2.22,200.00,0.15,,Unchecked,Unchecked
4573,4,55,1,5/15/2017,Parlor1,1,3,5,5,,5/15/2017 3:55 PM,12:32,4:07 PM,1.31,137.00,0.83,,Unchecked,Unchecked
4582,3,52,1,5/15/2017,Parlor1,1,3,6,5,,5/15/2017 4:29 PM,05:22,4:34 PM,2.65,158.00,1.18,,Unchecked,Unchecked
4577,2,48,1,5/15/2017,Parlor1,1,3,7,3,,5/15/2017 4:21 PM,13:36,4:35 PM,1.69,244.00,0.80,,Unchecked,Unchecked
4545,2,47,1,5/15/2017,Parlor1,1,3,7,4,,5/15/2017 4:22 PM,10:19,4:33 PM,2.40,100.00,0.58,,Unchecked,Unchecked
4575,2,48,1,5/15/2017,Parlor1,1,3,7,2,,5/15/2017 4:21 PM,14:48,4:36 PM,3.68,200.00,0.65,,Unchecked,Unchecked
4585,2,50,1,5/15/2017,Parlor1,1,3,7,1,,5/15/2017 4:20 PM,13:05,4:34 PM,2.17,164.00,1.88,,Unchecked,Unchecked
4587,4,60,1,5/16/2017,Parlor1,1,1,1,3,,5/16/2017 8:21 AM,18:52,8:40 AM,14.04,125.00,0.40,,Unchecked,Unchecked
4573,4,55,1,5/16/2017,Parlor1,1,1,1,4,,5/16/2017 8:21 AM,14:00,8:35 AM,3.66,73.00,0.70,,Checked,Unchecked
4546,4,57,1,5/16/2017,Parlor1,1,1,1,2,,5/16/2017 8:22 AM,11:30,8:34 AM,11.61,106.00,1.18,,Unchecked,Unchecked
4583,4,58,1,5/16/2017,Parlor1,1,1,1,1,,5/16/2017 8:21 AM,14:41,8:36 AM,10.63,118.00,2.95,,Unchecked,Unchecked
4065,4,60,1,5/16/2017,Parlor1,1,1,2,8,,5/16/2017 8:20 AM,09:50,8:30 AM,2.94,121.00,0.78,,Unchecked,Unchecked
4550,4,56,1,5/16/2017,Parlor1,1,1,2,7,,5/16/2017 8:20 AM,17:18,8:37 AM,13.43,116.00,0.95,,Unchecked,Unchecked
5407,4,56,1,5/16/2017,Parlor1,1,1,2,6,,5/16/2017 8:19 AM,17:53,8:37 AM,13.39,102.00,0.85,,Unchecked,Unchecked
4581,4,57,1,5/16/2017,Parlor1,1,1,2,5,,5/16/2017 8:19 AM,08:00,8:27 AM,14.63,156.00,0.80,,Unchecked,Unchecked
4525,3,52,1,5/16/2017,Parlor1,1,1,3,3,,5/16/2017 8:47 AM,14:16,9:01 AM,10.77,132.00,2.30,,Unchecked,Unchecked
5402,2,51,1,5/16/2017,Parlor1,1,1,3,4,,5/16/2017 8:47 AM,07:37,8:54 AM,1.98,36.00,0.03,,Checked,Unchecked
4066,3,55,1,5/16/2017,Parlor1,1,1,3,2,,5/16/2017 8:46 AM,16:15,9:02 AM,10.17,80.00,0.90,,Unchecked,Unchecked
4548,4,57,1,5/16/2017,Parlor1,1,1,3,1,,5/16/2017 8:46 AM,17:26,9:03 AM,15.08,132.00,1.93,,Unchecked,Unchecked
4560,3,54,1,5/16/2017,Parlor1,1,1,4,8,,5/16/2017 8:59 AM,19:13,9:18 AM,15.94,120.00,1.48,,Unchecked,Unchecked
4535,3,52,1,5/16/2017,Parlor1,1,1,4,7,,5/16/2017 8:57 AM,16:36,9:14 AM,5.03,72.00,1.68,,Checked,Unchecked
4551,3,52,1,5/16/2017,Parlor1,1,1,4,6,,5/16/2017 8:58 AM,19:34,9:17 AM,12.16,106.00,2.55,,Unchecked,Unchecked
5403,3,53,1,5/16/2017,Parlor1,1,1,4,5,,5/16/2017 8:58 AM,19:49,9:18 AM,11.66,141.00,3.25,,Unchecked,Unchecked
4545,2,47,1,5/16/2017,Parlor1,1,1,5,3,,5/16/2017 9:13 AM,06:39,9:19 AM,9.50,97.00,2.08,,Unchecked,Unchecked
4537,2,48,1,5/16/2017,Parlor1,1,1,5,4,,5/16/2017 9:13 AM,17:26,9:31 AM,1.93,80.00,0.03,,Unchecked,Unchecked
4586,2,55,1,5/16/2017,Parlor1,1,1,5,2,,5/16/2017 9:12 AM,13:04,9:25 AM,7.91,132.00,1.13,,Unchecked,Unchecked
5409,3,53,1,5/16/2017,Parlor1,1,1,5,1,,5/16/2017 9:13 AM,12:03,9:25 AM,11.91,116.00,2.55,,Unchecked,Unchecked
4575,2,48,1,5/16/2017,Parlor1,1,1,6,7,,5/16/2017 9:25 AM,15:23,9:41 AM,7.85,116.00,0.00,,Unchecked,Unchecked
4577,2,48,1,5/16/2017,Parlor1,1,1,6,8,,5/16/2017 9:25 AM,15:23,9:40 AM,5.30,122.00,0.60,,Unchecked,Unchecked
4528,2,45,1,5/16/2017,Parlor1,1,1,6,6,,5/16/2017 9:27 AM,12:15,9:39 AM,0.92,100.00,0.83,,Unchecked,Unchecked
4582,3,52,1,5/16/2017,Parlor1,1,1,6,5,,5/16/2017 9:24 AM,16:22,9:40 AM,13.22,147.00,0.03,,Unchecked,Unchecked
4585,2,50,1,5/16/2017,Parlor1,1,1,7,3,,5/16/2017 9:38 AM,11:01,9:49 AM,12.17,150.00,4.48,,Unchecked,Unchecked
4536,2,51,1,5/16/2017,Parlor1,1,1,7,4,,5/16/2017 9:38 AM,10:41,9:49 AM,13.16,188.00,2.69,,Unchecked,Unchecked
5407,4,56,1,5/16/2017,Parlor1,1,2,1,3,,5/16/2017 12:53 PM,10:55,1:04 PM,4.01,106.00,1.20,,Unchecked,Unchecked
4550,4,56,1,5/16/2017,Parlor1,1,2,1,4,,5/16/2017 12:53 PM,10:41,1:04 PM,5.87,177.00,0.80,,Unchecked,Unchecked
4546,4,57,1,5/16/2017,Parlor1,1,2,1,2,,5/16/2017 12:53 PM,07:55,1:01 PM,6.28,200.00,0.95,,Unchecked,Unchecked
4587,4,60,1,5/16/2017,Parlor1,1,2,1,1,,5/16/2017 12:53 PM,13:06,1:06 PM,4.31,134.00,1.10,,Unchecked,Unchecked
4065,4,60,1,5/16/2017,Parlor1,1,2,2,8,,5/16/2017 12:54 PM,16:27,1:10 PM,2.05,200.00,0.00,,Unchecked,Unchecked
4573,4,55,1,5/16/2017,Parlor1,1,2,2,7,,5/16/2017 12:55 PM,09:22,1:04 PM,2.71,189.00,0.90,,Unchecked,Unchecked
4583,4,58,1,5/16/2017,Parlor1,1,2,2,6,,5/16/2017 12:54 PM,10:04,1:04 PM,4.27,165.00,2.03,,Unchecked,Unchecked
4581,4,57,1,5/16/2017,Parlor1,1,2,2,5,,5/16/2017 12:54 PM,20:40,1:14 PM,6.21,228.00,0.85,,Unchecked,Unchecked
4551,3,52,1,5/16/2017,Parlor1,1,2,3,3,,5/16/2017 1:13 PM,12:44,1:26 PM,4.72,154.00,2.30,,Unchecked,Unchecked
4560,3,54,1,5/16/2017,Parlor1,1,2,3,4,,5/16/2017 1:13 PM,12:15,1:25 PM,4.05,115.00,0.58,,Unchecked,Unchecked
5403,3,53,1,5/16/2017,Parlor1,1,2,3,2,,5/16/2017 1:13 PM,12:55,1:26 PM,3.18,144.00,2.05,,Unchecked,Unchecked
4548,4,57,1,5/16/2017,Parlor1,1,2,3,1,,5/16/2017 1:13 PM,13:05,1:26 PM,5.91,183.00,1.10,,Unchecked,Unchecked
4066,3,55,1,5/16/2017,Parlor1,1,2,4,8,,5/16/2017 1:24 PM,16:34,1:40 PM,5.03,136.00,1.03,,Unchecked,Unchecked
4525,3,52,1,5/16/2017,Parlor1,1,2,4,7,,5/16/2017 1:23 PM,16:56,1:40 PM,3.69,156.00,1.73,,Unchecked,Unchecked
4535,3,52,1,5/16/2017,Parlor1,1,2,4,6,,5/16/2017 1:23 PM,17:09,1:40 PM,4.06,209.00,1.13,,Unchecked,Unchecked
5409,3,53,1,5/16/2017,Parlor1,1,2,4,5,,5/16/2017 1:22 PM,17:39,1:40 PM,3.48,130.00,2.79,,Unchecked,Unchecked
4585,2,50,1,5/16/2017,Parlor1,1,2,5,3,,5/16/2017 1:37 PM,13:23,1:51 PM,3.29,162.00,2.80,,Unchecked,Unchecked
4582,3,52,1,5/16/2017,Parlor1,1,2,5,4,,5/16/2017 1:36 PM,14:01,1:50 PM,3.65,144.00,1.25,,Unchecked,Unchecked
5402,2,51,1,5/16/2017,Parlor1,1,2,5,2,,5/16/2017 1:37 PM,14:40,1:52 PM,2.83,169.00,0.03,,Unchecked,Unchecked
4586,2,55,1,5/16/2017,Parlor1,1,2,5,1,,5/16/2017 1:35 PM,14:21,1:49 PM,2.11,121.00,1.03,,Unchecked,Unchecked
4537,2,48,1,5/16/2017,Parlor1,1,2,6,8,,5/16/2017 1:48 PM,13:54,2:02 PM,2.74,200.00,0.00,,Unchecked,Unchecked
4545,2,47,1,5/16/2017,Parlor1,1,2,6,7,,5/16/2017 1:50 PM,11:16,2:02 PM,4.51,157.00,0.98,,Unchecked,Unchecked
4575,2,48,1,5/16/2017,Parlor1,1,2,6,6,,5/16/2017 1:49 PM,12:17,2:02 PM,4.25,226.00,0.75,,Unchecked,Unchecked
4577,2,48,1,5/16/2017,Parlor1,1,2,6,5,,5/16/2017 1:49 PM,12:05,2:01 PM,2.65,219.00,0.80,,Unchecked,Unchecked
5408,5,44,1,5/16/2017,Parlor1,1,2,7,3,,5/16/2017 2:03 PM,09:30,2:13 PM,3.33,100.00,0.30,,Unchecked,Unchecked
4536,2,51,1,5/16/2017,Parlor1,1,2,7,2,,5/16/2017 1:56 PM,12:27,2:08 PM,4.22,224.00,2.18,,Unchecked,Unchecked
4528,2,45,1,5/16/2017,Parlor1,1,2,7,1,,5/16/2017 1:56 PM,16:09,2:12 PM,0.79,100.00,0.00,,Unchecked,Unchecked
4065,4,60,1,5/16/2017,Parlor1,1,3,1,8,,5/16/2017 3:42 PM,07:35,3:50 PM,0.77,179.00,0.00,,Unchecked,Unchecked
4550,4,56,1,5/16/2017,Parlor1,1,3,1,7,,5/16/2017 3:42 PM,10:41,3:52 PM,2.71,132.00,0.60,,Unchecked,Unchecked
4587,4,60,1,5/16/2017,Parlor1,1,3,1,6,,5/16/2017 3:41 PM,10:52,3:52 PM,2.18,109.00,0.50,,Unchecked,Unchecked
4548,4,57,1,5/16/2017,Parlor1,1,3,1,5,,5/16/2017 3:41 PM,11:42,3:52 PM,2.82,159.00,0.25,,Unchecked,Unchecked
4581,4,57,1,5/16/2017,Parlor1,1,3,2,3,,5/16/2017 3:40 PM,19:24,3:59 PM,3.14,190.00,0.65,,Unchecked,Unchecked
4573,4,55,1,5/16/2017,Parlor1,1,3,2,4,,5/16/2017 3:40 PM,07:17,3:48 PM,0.61,70.00,0.40,,Checked,Unchecked
5407,4,56,1,5/16/2017,Parlor1,1,3,2,2,,5/16/2017 3:40 PM,07:52,3:48 PM,2.38,103.00,1.20,,Unchecked,Unchecked
4546,4,57,1,5/16/2017,Parlor1,1,3,2,1,,5/16/2017 4:03 PM,35:54,4:39 PM,2.79,143.00,0.00,,Unchecked,Unchecked
5402,2,51,1,5/16/2017,Parlor1,1,3,3,8,,5/16/2017 3:59 PM,07:52,4:07 PM,1.12,136.00,0.80,,Unchecked,Unchecked
4535,3,52,1,5/16/2017,Parlor1,1,3,3,7,,5/16/2017 3:58 PM,14:13,4:13 PM,1.78,156.00,0.20,,Unchecked,Unchecked
5403,3,53,1,5/16/2017,Parlor1,1,3,3,6,,5/16/2017 3:58 PM,13:51,4:12 PM,2.09,145.00,1.85,,Unchecked,Unchecked
4583,4,58,1,5/16/2017,Parlor1,1,3,3,5,,5/16/2017 3:58 PM,15:27,4:13 PM,3.12,175.00,2.05,,Unchecked,Unchecked
4586,2,55,1,5/16/2017,Parlor1,1,3,4,3,,5/16/2017 4:05 PM,19:41,4:25 PM,0.96,102.00,0.55,,Unchecked,Unchecked
5409,3,53,1,5/16/2017,Parlor1,1,3,4,4,,5/16/2017 4:05 PM,19:52,4:25 PM,2.10,119.00,1.73,,Unchecked,Unchecked
4066,3,55,1,5/16/2017,Parlor1,1,3,4,2,,5/16/2017 4:05 PM,03:25,4:08 PM,1.86,85.00,1.03,,Unchecked,Unchecked
4551,3,52,1,5/16/2017,Parlor1,1,3,4,1,,5/16/2017 4:05 PM,19:41,4:25 PM,2.52,121.00,1.30,,Unchecked,Unchecked
4537,2,48,1,5/16/2017,Parlor1,1,3,5,8,,5/16/2017 4:22 PM,14:11,4:36 PM,4.71,200.00,2.55,,Unchecked,Unchecked
4577,2,48,1,5/16/2017,Parlor1,1,3,5,7,,5/16/2017 4:22 PM,13:39,4:36 PM,1.85,200.00,0.85,,Unchecked,Unchecked
4560,3,54,1,5/16/2017,Parlor1,1,3,5,6,,5/16/2017 4:22 PM,14:09,4:36 PM,3.05,116.00,0.00,,Unchecked,Unchecked
4525,3,52,1,5/16/2017,Parlor1,1,3,5,5,,5/16/2017 4:21 PM,14:51,4:36 PM,2.03,130.00,0.00,,Unchecked,Unchecked
4536,2,51,1,5/16/2017,Parlor1,1,3,6,3,,5/16/2017 4:37 PM,16:40,4:54 PM,2.58,226.00,1.13,,Unchecked,Unchecked
4545,2,47,1,5/16/2017,Parlor1,1,3,6,4,,5/16/2017 5:08 PM,05:35,5:13 PM,1.81,107.00,0.00,,Unchecked,Unchecked
