Número do animal;Número do grupo;Dias em Lactação;Número de lactação;Data;Nome da sala de ordenha;Número da sala de ordenha;Número da sessão;Número do lote;Número de MPC;Hora ID;Hora de início;Duração do leite (mm:ss);Hora do fim;Produção (kg);Produção Relativa (%);Produção primeiros 2 minutos;Produção de LEC;Baixa produção;Segunda volta
4560;3;131;1;12/05/2017;Parlor1;1;2;4;8;;12/05/2017 13:17;11:28;13:28;7,42;200,00;0,00;;Unchecked;Unchecked
4525;3;129;1;12/05/2017;Parlor1;1;2;4;7;;12/05/2017 13:16;11:29;13:27;8,41;200,00;0,85;;Unchecked;Unchecked
5409;3;130;1;12/05/2017;Parlor1;1;2;4;6;;12/05/2017 13:16;27:06;13:43;3,47;140,00;0,00;;Unchecked;Unchecked
4066;3;132;1;12/05/2017;Parlor1;1;2;4;5;;12/05/2017 13:43;13:03;13:56;7,48;200,00;0,00;;Unchecked;Unchecked
4536;2;128;1;12/05/2017;Parlor1;1;2;5;4;;12/05/2017 13:35;14:07;13:49;9,24;200,00;0,03;;Unchecked;Unchecked
4065;4;137;1;12/05/2017;Parlor1;1;2;0;6;;12/05/2017 12:54;08:00;13:02;1,13;0,00;6,25;;Unchecked;Unchecked
4548;4;134;1;12/05/2017;Parlor1;1;2;0;5;;12/05/2017 12:54;08:00;13:02;4,22;0,00;3,95;;Unchecked;Unchecked
4581;4;134;1;12/05/2017;Parlor1;1;2;0;7;;12/05/2017 12:55;08:00;13:03;3,39;0,00;3,68;;Unchecked;Unchecked
4546;4;134;1;12/05/2017;Parlor1;1;3;1;3;;12/05/2017 15:39;09:48;15:49;2,37;185,00;0,05;;Unchecked;Unchecked
4581;4;134;1;12/05/2017;Parlor1;1;3;1;4;;12/05/2017 15:41;08:27;15:49;2,14;192,00;0,60;;Unchecked;Unchecked
4573;4;132;1;12/05/2017;Parlor1;1;3;1;2;;12/05/2017 15:38;09:13;15:48;1,15;164,00;0,85;;Unchecked;Unchecked
4587;4;137;1;12/05/2017;Parlor1;1;3;1;1;;12/05/2017 15:38;09:59;15:48;2,86;218,00;0,80;;Unchecked;Unchecked
5407;4;133;1;12/05/2017;Parlor1;1;3;2;8;;12/05/2017 15:43;19:12;16:03;1,99;64,00;1,15;;Checked;Unchecked
4065;4;137;1;12/05/2017;Parlor1;1;3;2;7;;12/05/2017 15:43;19:36;16:03;1,70;200,00;0,20;;Unchecked;Unchecked
4550;4;133;1;12/05/2017;Parlor1;1;3;2;6;;12/05/2017 15:43;19:54;16:03;2,32;179,00;0,80;;Unchecked;Unchecked
4548;4;134;1;12/05/2017;Parlor1;1;3;2;5;;12/05/2017 15:41;21:28;16:03;1,83;131,00;0,00;;Unchecked;Unchecked
4551;3;129;1;12/05/2017;Parlor1;1;3;3;3;;12/05/2017 16:00;14:52;16:15;2,16;220,00;1,38;;Unchecked;Unchecked
5403;3;130;1;12/05/2017;Parlor1;1;3;3;4;;12/05/2017 16:01;14:44;16:15;1,66;233,00;1,40;;Unchecked;Unchecked
4535;3;129;1;12/05/2017;Parlor1;1;3;3;2;;12/05/2017 16:00;15:18;16:15;1,50;156,00;0,85;;Unchecked;Unchecked
4583;4;135;1;12/05/2017;Parlor1;1;3;3;1;;12/05/2017 16:00;15:28;16:15;2,47;175,00;1,75;;Unchecked;Unchecked
4585;2;127;1;12/05/2017;Parlor1;1;3;4;3;;12/05/2017 16:26;09:42;16:35;1,95;100,00;1,50;;Unchecked;Unchecked
4582;3;129;1;12/05/2017;Parlor1;1;3;4;4;;12/05/2017 16:26;10:07;16:36;2,41;200,00;0,00;;Unchecked;Unchecked
4577;2;125;1;12/05/2017;Parlor1;1;3;4;2;;12/05/2017 16:25;11:29;16:36;0,83;100,00;0,10;;Unchecked;Unchecked
4525;3;129;1;12/05/2017;Parlor1;1;3;4;1;;12/05/2017 16:24;08:37;16:33;2,13;177,00;0,90;;Unchecked;Unchecked
4560;3;131;1;12/05/2017;Parlor1;1;3;0;8;;12/05/2017 16:10;19:19;16:30;3,16;0,00;0,65;;Unchecked;Unchecked
5402;2;128;1;12/05/2017;Parlor1;1;3;0;5;;12/05/2017 16:10;05:52;16:16;3,19;0,00;1,15;;Unchecked;Unchecked
5409;3;130;1;12/05/2017;Parlor1;1;3;0;6;;12/05/2017 16:10;19:33;16:30;0,00;0,00;0,00;;Unchecked;Unchecked
4066;3;132;1;12/05/2017;Parlor1;1;3;0;7;;12/05/2017 16:11;18:14;16:30;0,00;0,00;0,78;;Unchecked;Unchecked
4536;2;128;1;12/05/2017;Parlor1;1;3;0;8;;12/05/2017 16:33;18:42;16:52;0,00;0,00;0,00;;Unchecked;Unchecked
4586;2;132;1;12/05/2017;Parlor1;1;3;0;5;;12/05/2017 16:43;08:00;16:51;0,00;0,00;0,00;;Unchecked;Unchecked
4550;4;133;1;13/05/2017;Parlor1;1;1;1;3;;13/05/2017 08:19;17:16;08:36;13,20;148,00;0,95;;Unchecked;Unchecked
4065;4;137;1;13/05/2017;Parlor1;1;1;1;4;;13/05/2017 08:19;07:38;08:27;1,42;59,00;0,33;;Checked;Unchecked
4573;4;132;1;13/05/2017;Parlor1;1;1;1;2;;13/05/2017 08:18;11:51;08:30;3,49;85,00;0,75;;Unchecked;Unchecked
4587;4;137;1;13/05/2017;Parlor1;1;1;1;1;;13/05/2017 08:19;14:47;08:34;8,27;100,00;1,30;;Unchecked;Unchecked
4535;3;129;1;13/05/2017;Parlor1;1;1;2;3;;13/05/2017 08:43;09:31;08:52;7,29;125,00;2,45;;Unchecked;Unchecked
5403;3;130;1;13/05/2017;Parlor1;1;1;2;4;;13/05/2017 08:43;09:12;08:52;9,01;207,00;3,40;;Unchecked;Unchecked
4066;3;132;1;13/05/2017;Parlor1;1;1;2;2;;13/05/2017 08:43;14:11;08:58;7,75;125,00;1,05;;Unchecked;Unchecked
5407;4;133;1;13/05/2017;Parlor1;1;1;2;1;;13/05/2017 08:42;15:11;08:58;11,82;151,00;0,78;;Unchecked;Unchecked
4582;3;129;1;13/05/2017;Parlor1;1;1;3;3;;13/05/2017 09:07;29:38;09:37;10,36;162,00;1,83;;Unchecked;Unchecked
4537;2;125;1;13/05/2017;Parlor1;1;1;3;4;;13/05/2017 09:43;22:41;10:06;0,03;100,00;0,03;;Unchecked;Unchecked
4585;2;127;1;13/05/2017;Parlor1;1;1;3;2;;13/05/2017 09:08;19:35;09:27;10,01;179,00;3,68;;Unchecked;Unchecked
4560;3;131;1;13/05/2017;Parlor1;1;1;3;1;;13/05/2017 09:11;18:43;09:30;13,90;175,00;1,90;;Unchecked;Unchecked
4525;3;129;1;13/05/2017;Parlor1;1;1;0;8;;13/05/2017 09:03;14:01;09:17;3,54;0,00;0,00;;Unchecked;Unchecked
4546;4;134;1;13/05/2017;Parlor1;1;1;0;7;;13/05/2017 08:23;13:06;08:36;4,77;0,00;3,25;;Unchecked;Unchecked
4548;4;134;1;13/05/2017;Parlor1;1;1;0;5;;13/05/2017 08:22;08:00;08:30;4,45;0,00;3,55;;Unchecked;Unchecked
4551;3;129;1;13/05/2017;Parlor1;1;1;0;5;;13/05/2017 09:01;08:00;09:09;3,66;0,00;0,00;;Unchecked;Unchecked
4581;4;134;1;13/05/2017;Parlor1;1;1;0;6;;13/05/2017 08:25;08:00;08:33;3,57;0,00;3,80;;Unchecked;Unchecked
4583;4;135;1;13/05/2017;Parlor1;1;1;0;8;;13/05/2017 08:22;16:00;08:38;3,70;0,00;2,88;;Unchecked;Unchecked
5402;2;128;1;13/05/2017;Parlor1;1;1;0;7;;13/05/2017 09:02;08:00;09:10;2,68;0,00;0,00;;Unchecked;Unchecked
5409;3;130;1;13/05/2017;Parlor1;1;1;0;6;;13/05/2017 09:03;13:35;09:17;7,37;0,00;0,00;;Unchecked;Unchecked
4536;2;128;1;13/05/2017;Parlor1;1;1;0;5;;13/05/2017 09:24;08:00;09:32;3,60;0,00;0,00;;Unchecked;Unchecked
4577;2;125;1;13/05/2017;Parlor1;1;1;0;6;;13/05/2017 09:47;08:00;09:55;0,00;0,00;0,00;;Unchecked;Unchecked
4575;2;125;1;13/05/2017;Parlor1;1;1;0;7;;13/05/2017 09:25;08:00;09:33;0,00;0,00;0,00;;Unchecked;Unchecked
4586;2;132;1;13/05/2017;Parlor1;1;1;0;8;;13/05/2017 09:29;08:00;09:37;0,00;0,00;0,00;;Unchecked;Unchecked
4065;4;137;1;13/05/2017;Parlor1;1;2;1;4;;13/05/2017 12:50;08:08;12:58;1,20;176,00;0,33;;Unchecked;Unchecked
4573;4;132;1;13/05/2017;Parlor1;1;2;1;2;;13/05/2017 12:49;09:42;12:59;3,00;200,00;1,13;;Unchecked;Unchecked
4587;4;137;1;13/05/2017;Parlor1;1;2;1;1;;13/05/2017 12:50;09:45;12:59;4,45;189,00;2,53;;Unchecked;Unchecked
5402;2;128;1;13/05/2017;Parlor1;1;2;2;3;;13/05/2017 13:07;08:37;13:15;2,55;188,00;1,93;;Unchecked;Unchecked
5403;3;130;1;13/05/2017;Parlor1;1;2;2;4;;13/05/2017 13:07;08:04;13:15;2,63;217,00;1,88;;Unchecked;Unchecked
4535;3;129;1;13/05/2017;Parlor1;1;2;2;2;;13/05/2017 13:07;07:05;13:14;2,36;145,00;0,28;;Unchecked;Unchecked
4546;4;134;1;13/05/2017;Parlor1;1;2;2;1;;13/05/2017 13:08;06:28;13:14;5,21;186,00;1,35;;Unchecked;Unchecked
4585;2;127;1;13/05/2017;Parlor1;1;2;3;3;;13/05/2017 13:39;24:47;14:03;3,45;216,00;2,93;;Unchecked;Unchecked
4582;3;129;1;13/05/2017;Parlor1;1;2;3;4;;13/05/2017 13:39;18:52;13:58;2,74;149,00;0,00;;Unchecked;Unchecked
4536;2;128;1;13/05/2017;Parlor1;1;2;3;2;;13/05/2017 13:38;11:57;13:50;4,27;79,00;0,10;;Checked;Unchecked
4577;2;125;1;13/05/2017;Parlor1;1;2;3;1;;13/05/2017 13:37;19:55;13:57;2,25;100,00;1,15;;Unchecked;Unchecked
4066;3;132;1;13/05/2017;Parlor1;1;2;0;5;;13/05/2017 13:24;08:00;13:32;9,10;0,00;0,00;;Unchecked;Unchecked
4525;3;129;1;13/05/2017;Parlor1;1;2;0;8;;13/05/2017 13:24;14:01;13:38;3,54;0,00;0,00;;Unchecked;Unchecked
4548;4;134;1;13/05/2017;Parlor1;1;2;0;7;;13/05/2017 12:53;08:00;13:01;4,45;0,00;4,35;;Unchecked;Unchecked
4550;4;133;1;13/05/2017;Parlor1;1;2;0;8;;13/05/2017 12:54;06:26;13:00;4,58;0,00;1,95;;Unchecked;Unchecked
4551;3;129;1;13/05/2017;Parlor1;1;2;0;7;;13/05/2017 13:24;08:00;13:32;3,66;0,00;0,00;;Unchecked;Unchecked
4560;3;131;1;13/05/2017;Parlor1;1;2;0;6;;13/05/2017 13:25;08:00;13:33;4,04;0,00;0,00;;Unchecked;Unchecked
4581;4;134;1;13/05/2017;Parlor1;1;2;0;5;;13/05/2017 12:53;08:00;13:01;3,57;0,00;3,50;;Unchecked;Unchecked
4575;2;125;1;13/05/2017;Parlor1;1;2;0;5;;13/05/2017 14:04;08:00;14:12;0,00;0,00;0,00;;Unchecked;Unchecked
4537;2;125;1;13/05/2017;Parlor1;1;2;0;6;;13/05/2017 13:54;08:00;14:02;0,00;0,00;0,00;;Unchecked;Unchecked
4586;2;132;1;13/05/2017;Parlor1;1;2;0;7;;13/05/2017 14:01;08:00;14:09;0,00;0,00;0,00;;Unchecked;Unchecked
5409;3;130;1;13/05/2017;Parlor1;1;2;0;8;;13/05/2017 14:02;08:00;14:10;0,00;0,00;0,00;;Unchecked;Unchecked
4537;2;125;1;13/05/2017;Parlor1;1;3;1;3;;13/05/2017 16:43;07:43;16:51;3,65;100,00;0,00;;Unchecked;Unchecked
4585;2;127;1;13/05/2017;Parlor1;1;3;1;4;;13/05/2017 16:42;13:03;16:55;1,79;167,00;0,00;;Unchecked;Unchecked
4577;2;125;1;13/05/2017;Parlor1;1;3;1;2;;13/05/2017 16:43;12:27;16:55;1,48;100,00;0,00;;Unchecked;Unchecked
4582;3;129;1;13/05/2017;Parlor1;1;3;1;1;;13/05/2017 16:41;13:41;16:55;1,99;163,00;0,00;;Unchecked;Unchecked
4065;4;137;1;13/05/2017;Parlor1;1;3;0;3;;13/05/2017 15:58;07:43;16:06;1,23;0,00;0,00;;Unchecked;Unchecked
4066;3;132;1;13/05/2017;Parlor1;1;3;0;3;;13/05/2017 16:19;08:00;16:27;9,10;0,00;0,00;;Unchecked;Unchecked
4535;3;129;1;13/05/2017;Parlor1;1;3;0;1;;13/05/2017 16:21;08:00;16:29;2,98;0,00;0,00;;Unchecked;Unchecked
4546;4;134;1;13/05/2017;Parlor1;1;3;0;5;;13/05/2017 16:10;13:06;16:23;4,77;0,00;0,00;;Unchecked;Unchecked
4548;4;134;1;13/05/2017;Parlor1;1;3;0;4;;13/05/2017 15:58;13:42;16:11;4,45;0,00;1,80;;Unchecked;Unchecked
4550;4;133;1;13/05/2017;Parlor1;1;3;0;8;;13/05/2017 15:59;06:26;16:05;4,58;0,00;1,53;;Unchecked;Unchecked
4551;3;129;1;13/05/2017;Parlor1;1;3;0;7;;13/05/2017 16:09;10:07;16:19;3,66;0,00;0,00;;Unchecked;Unchecked
4573;4;132;1;13/05/2017;Parlor1;1;3;0;5;;13/05/2017 15:57;06:49;16:04;2,09;0,00;0,55;;Unchecked;Unchecked
4581;4;134;1;13/05/2017;Parlor1;1;3;0;1;;13/05/2017 15:56;17:42;16:14;3,57;0,00;1,05;;Unchecked;Unchecked
4583;4;135;1;13/05/2017;Parlor1;1;3;0;7;;13/05/2017 15:59;07:05;16:06;3,70;0,00;1,85;;Unchecked;Unchecked
4586;2;132;1;13/05/2017;Parlor1;1;3;0;4;;13/05/2017 16:20;29:20;16:49;5,64;0,00;0,00;;Unchecked;Unchecked
4587;4;137;1;13/05/2017;Parlor1;1;3;0;2;;13/05/2017 15:56;14:38;16:11;4,25;0,00;1,25;;Unchecked;Unchecked
5402;2;128;1;13/05/2017;Parlor1;1;3;0;8;;13/05/2017 16:10;11:23;16:21;2,68;0,00;0,00;;Unchecked;Unchecked
5403;3;130;1;13/05/2017;Parlor1;1;3;0;6;;13/05/2017 16:09;10:48;16:20;3,35;0,00;0,00;;Unchecked;Unchecked
5407;4;133;1;13/05/2017;Parlor1;1;3;0;6;;13/05/2017 15:57;08:00;16:05;5,99;0,00;1,20;;Unchecked;Unchecked
5409;3;130;1;13/05/2017;Parlor1;1;3;0;2;;13/05/2017 16:20;13:35;16:34;7,37;0,00;0,00;;Unchecked;Unchecked
4560;3;131;1;13/05/2017;Parlor1;1;3;0;5;;13/05/2017 16:33;08:00;16:41;0,00;0,00;0,00;;Unchecked;Unchecked
4525;3;129;1;13/05/2017;Parlor1;1;3;0;6;;13/05/2017 16:32;08:00;16:40;0,00;0,00;0,00;;Unchecked;Unchecked
4536;2;128;1;13/05/2017;Parlor1;1;3;0;7;;13/05/2017 16:32;08:00;16:40;0,00;0,00;0,00;;Unchecked;Unchecked
4575;2;125;1;13/05/2017;Parlor1;1;3;0;8;;13/05/2017 16:33;08:00;16:41;0,00;0,00;0,00;;Unchecked;Unchecked
4546;4;134;1;14/05/2017;Parlor1;1;1;1;3;;14/05/2017 08:08;12:11;08:20;12,11;119,00;1,30;;Unchecked;Unchecked
4587;4;137;1;14/05/2017;Parlor1;1;1;1;4;;14/05/2017 08:09;12:20;08:21;7,18;79,00;0,90;;Checked;Unchecked
4573;4;132;1;14/05/2017;Parlor1;1;1;1;2;;14/05/2017 08:07;09:00;08:16;3,67;81,00;0,85;;Unchecked;Unchecked
4581;4;134;1;14/05/2017;Parlor1;1;1;1;1;;14/05/2017 08:07;08:00;08:15;13,72;183,00;0,95;;Unchecked;Unchecked
4535;3;129;1;14/05/2017;Parlor1;1;1;2;8;;14/05/2017 08:36;14:03;08:50;5,85;92,00;0,00;;Unchecked;Unchecked
4551;3;129;1;14/05/2017;Parlor1;1;1;2;7;;14/05/2017 08:36;14:22;08:50;23,96;200,00;0,00;;Unchecked;Unchecked
5403;3;130;1;14/05/2017;Parlor1;1;1;2;6;;14/05/2017 08:35;14:38;08:50;5,65;100,00;0,00;;Unchecked;Unchecked
5407;4;133;1;14/05/2017;Parlor1;1;1;2;5;;14/05/2017 08:35;15:17;08:50;22,24;253,00;0,00;;Unchecked;Unchecked
5409;3;130;1;14/05/2017;Parlor1;1;1;3;3;;14/05/2017 08:46;13:13;09:00;11,15;117,00;2,43;;Unchecked;Unchecked
4586;2;132;1;14/05/2017;Parlor1;1;1;3;4;;14/05/2017 08:45;10:15;08:56;6,43;202,00;0,83;;Unchecked;Unchecked
4560;3;131;1;14/05/2017;Parlor1;1;1;3;2;;14/05/2017 08:46;14:49;09:01;14,91;158,00;1,38;;Unchecked;Unchecked
5402;2;128;1;14/05/2017;Parlor1;1;1;3;1;;14/05/2017 08:46;14:54;09:01;4,68;90,00;3,09;;Unchecked;Unchecked
4577;2;125;1;14/05/2017;Parlor1;1;1;4;8;;14/05/2017 08:58;15:07;09:13;5,47;100,00;0,65;;Unchecked;Unchecked
4545;2;124;1;14/05/2017;Parlor1;1;1;4;7;;14/05/2017 08:57;15:45;09:12;6,17;100,00;2,23;;Unchecked;Unchecked
4525;3;129;1;14/05/2017;Parlor1;1;1;4;6;;14/05/2017 08:56;16:13;09:12;9,82;134,00;1,83;;Unchecked;Unchecked
4066;3;132;1;14/05/2017;Parlor1;1;1;4;5;;14/05/2017 08:56;16:31;09:12;7,76;86,00;0,95;;Unchecked;Unchecked
4585;2;127;1;14/05/2017;Parlor1;1;1;5;3;;14/05/2017 09:11;11:36;09:22;10,61;152,00;3,48;;Unchecked;Unchecked
4575;2;125;1;14/05/2017;Parlor1;1;1;5;4;;14/05/2017 09:11;11:30;09:23;3,28;100,00;1,00;;Unchecked;Unchecked
4582;3;129;1;14/05/2017;Parlor1;1;1;5;2;;14/05/2017 09:08;15:31;09:23;12,16;168,00;0,13;;Unchecked;Unchecked
4537;2;125;1;14/05/2017;Parlor1;1;1;5;1;;14/05/2017 09:31;00:24;09:32;4,50;100,00;0,13;;Unchecked;Unchecked
4065;4;137;1;14/05/2017;Parlor1;1;1;0;8;;14/05/2017 08:11;08:00;08:19;1,28;0,00;0,40;;Unchecked;Unchecked
4548;4;134;1;14/05/2017;Parlor1;1;1;0;5;;14/05/2017 08:09;08:00;08:17;4,76;0,00;2,18;;Unchecked;Unchecked
4550;4;133;1;14/05/2017;Parlor1;1;1;0;7;;14/05/2017 08:10;06:26;08:16;5,41;0,00;0,90;;Unchecked;Unchecked
4583;4;135;1;14/05/2017;Parlor1;1;1;0;6;;14/05/2017 08:09;16:00;08:25;6,19;0,00;2,48;;Unchecked;Unchecked
4536;2;128;1;14/05/2017;Parlor1;1;1;0;5;;14/05/2017 09:22;11:44;09:34;3,60;0,00;3,13;;Unchecked;Unchecked
4587;4;137;1;14/05/2017;Parlor1;1;2;1;3;;14/05/2017 12:52;11:11;13:03;5,16;188,00;0,75;;Unchecked;Unchecked
5407;4;133;1;14/05/2017;Parlor1;1;2;1;4;;14/05/2017 12:53;10:21;13:03;5,29;222,00;0,85;;Unchecked;Unchecked
4583;4;135;1;14/05/2017;Parlor1;1;2;1;1;;14/05/2017 12:51;11:52;13:03;4,64;194,00;2,25;;Unchecked;Unchecked
4065;4;137;1;14/05/2017;Parlor1;1;2;2;8;;14/05/2017 12:57;04:43;13:02;1,85;250,00;0,18;;Unchecked;Unchecked
4546;4;134;1;14/05/2017;Parlor1;1;2;2;7;;14/05/2017 12:56;08:04;13:04;5,55;179,00;1,05;;Unchecked;Unchecked
4550;4;133;1;14/05/2017;Parlor1;1;2;2;6;;14/05/2017 12:55;22:09;13:18;6,80;216,00;1,15;;Unchecked;Unchecked
4581;4;134;1;14/05/2017;Parlor1;1;2;2;5;;14/05/2017 12:55;24:14;13:19;4,35;189,00;1,05;;Unchecked;Unchecked
5403;3;130;1;14/05/2017;Parlor1;1;2;3;3;;14/05/2017 13:11;04:53;13:16;3,04;182,00;2,40;;Unchecked;Unchecked
4551;3;129;1;14/05/2017;Parlor1;1;2;3;4;;14/05/2017 13:12;05:23;13:17;4,21;202,00;1,58;;Unchecked;Unchecked
5402;2;128;1;14/05/2017;Parlor1;1;2;3;2;;14/05/2017 13:11;05:26;13:16;2,53;173,00;2,08;;Unchecked;Unchecked
4548;4;134;1;14/05/2017;Parlor1;1;2;3;1;;14/05/2017 13:11;05:46;13:16;6,46;216,00;2,08;;Unchecked;Unchecked
4560;3;131;1;14/05/2017;Parlor1;1;2;4;3;;14/05/2017 13:31;12:16;13:44;4,18;155,00;0,75;;Unchecked;Unchecked
4535;3;129;1;14/05/2017;Parlor1;1;2;4;4;;14/05/2017 13:32;11:49;13:44;3,44;172,00;0,73;;Unchecked;Unchecked
4586;2;132;1;14/05/2017;Parlor1;1;2;4;2;;14/05/2017 13:31;12:44;13:44;2,48;255,00;1,65;;Unchecked;Unchecked
5409;3;130;1;14/05/2017;Parlor1;1;2;4;1;;14/05/2017 14:01;13:05;14:14;3,58;124,00;2,80;;Unchecked;Unchecked
4575;2;125;1;14/05/2017;Parlor1;1;2;5;3;;14/05/2017 14:03;11:39;14:14;4,42;100,00;0,98;;Unchecked;Unchecked
4582;3;129;1;14/05/2017;Parlor1;1;2;5;4;;14/05/2017 14:04;11:45;14:15;3,97;174,00;1,23;;Unchecked;Unchecked
4537;2;125;1;14/05/2017;Parlor1;1;2;5;2;;14/05/2017 14:02;23:27;14:25;0,61;100,00;0,00;;Unchecked;Unchecked
4536;2;128;1;14/05/2017;Parlor1;1;2;5;1;;14/05/2017 14:05;19:56;14:25;3,55;147,00;0,20;;Unchecked;Unchecked
4066;3;132;1;14/05/2017;Parlor1;1;2;0;5;;14/05/2017 14:06;07:16;14:14;4,62;0,00;0,75;;Unchecked;Unchecked
4525;3;129;1;14/05/2017;Parlor1;1;2;0;6;;14/05/2017 13:37;14:01;13:51;5,31;0,00;1,25;;Unchecked;Unchecked
4577;2;125;1;14/05/2017;Parlor1;1;2;0;7;;14/05/2017 13:37;10:45;13:48;2,25;0,00;0,68;;Unchecked;Unchecked
4545;2;124;1;14/05/2017;Parlor1;1;2;0;8;;14/05/2017 13:38;11:05;13:49;0,00;0,00;0,18;;Unchecked;Unchecked
4546;4;134;1;14/05/2017;Parlor1;1;3;1;3;;14/05/2017 15:45;04:24;15:50;3,03;171,00;1,25;;Unchecked;Unchecked
5407;4;133;1;14/05/2017;Parlor1;1;3;1;4;;14/05/2017 15:38;08:22;15:47;2,32;150,00;0,85;;Unchecked;Unchecked
4587;4;137;1;14/05/2017;Parlor1;1;3;1;2;;14/05/2017 15:38;10:13;15:48;5,52;200,00;0,45;;Unchecked;Unchecked
4583;4;135;1;14/05/2017;Parlor1;1;3;1;1;;14/05/2017 15:38;06:50;15:44;2,45;172,00;1,80;;Unchecked;Unchecked
5409;3;130;1;14/05/2017;Parlor1;1;3;2;3;;14/05/2017 15:54;05:56;16:00;1,58;139,00;1,45;;Unchecked;Unchecked
4551;3;129;1;14/05/2017;Parlor1;1;3;2;4;;14/05/2017 15:54;05:33;16:00;2,19;180,00;1,48;;Unchecked;Unchecked
5403;3;130;1;14/05/2017;Parlor1;1;3;2;2;;14/05/2017 15:53;06:20;16:00;2,28;235,00;2,03;;Unchecked;Unchecked
4573;4;132;1;14/05/2017;Parlor1;1;3;2;1;;14/05/2017 15:53;01:49;15:55;0,44;19,00;0,40;;Checked;Unchecked
4065;4;137;1;14/05/2017;Parlor1;1;3;3;8;;14/05/2017 15:42;05:11;15:47;1,43;200,00;0,48;;Unchecked;Unchecked
4581;4;134;1;14/05/2017;Parlor1;1;3;3;7;;14/05/2017 15:41;23:44;16:04;4,03;200,00;0,90;;Unchecked;Unchecked
4550;4;133;1;14/05/2017;Parlor1;1;3;3;6;;14/05/2017 15:40;22:03;16:02;2,55;140,00;0,80;;Unchecked;Unchecked
4548;4;134;1;14/05/2017;Parlor1;1;3;3;5;;14/05/2017 15:39;23:14;16:02;4,65;200,00;0,83;;Unchecked;Unchecked
