Número do animal;Número do grupo;Dias em Lactação;Número de lactação;Data;Nome da sala de ordenha;Número da sala de ordenha;Número da sessão;Número do lote;Número de MPC;Hora ID;Hora de início;Duração do leite (mm:ss);Hora do fim;Produção (kg);Produção Relativa (%);Produção primeiros 2 minutos;Produção de LEC;Baixa produção;Segunda volta
4585;2;127;1;18/05/2017;Parlor1;1;3;0;6;;18/05/2017 16:26;11:20;16:37;0,00;0,00;2,43;;Unchecked;Unchecked
4575;2;125;1;18/05/2017;Parlor1;1;3;0;7;;18/05/2017 16:26;03:05;16:29;0,00;0,00;1,53;;Unchecked;Unchecked
4582;3;129;1;18/05/2017;Parlor1;1;3;0;8;;18/05/2017 16:27;04:03;16:31;0,00;0,00;1,98;;Unchecked;Unchecked
4587;4;137;1;19/05/2017;Parlor1;1;1;1;3;;19/05/2017 08:19;09:34;08:28;5,67;49,00;0,90;;Checked;Unchecked
5407;4;133;1;19/05/2017;Parlor1;1;1;1;4;;19/05/2017 08:19;10:55;08:30;9,87;68,00;0,85;;Checked;Unchecked
4548;4;134;1;19/05/2017;Parlor1;1;1;1;2;;19/05/2017 08:18;13:19;08:32;14,73;117,00;1,93;;Unchecked;Unchecked
4583;4;135;1;19/05/2017;Parlor1;1;1;1;1;;19/05/2017 08:18;09:04;08:27;11,53;111,00;2,68;;Unchecked;Unchecked
4573;4;132;1;19/05/2017;Parlor1;1;1;2;8;;19/05/2017 08:23;06:47;08:30;2,68;60,00;0,00;;Checked;Unchecked
4550;4;133;1;19/05/2017;Parlor1;1;1;3;6;;19/05/2017 08:50;20:07;09:10;15,18;231,00;1,40;;Unchecked;Unchecked
4546;4;134;1;19/05/2017;Parlor1;1;1;2;6;;19/05/2017 08:22;13:15;08:35;12,92;104,00;1,45;;Unchecked;Unchecked
4581;4;134;1;19/05/2017;Parlor1;1;1;2;5;;19/05/2017 08:22;22:38;08:44;16,36;136,00;0,80;;Unchecked;Unchecked
4551;3;129;1;19/05/2017;Parlor1;1;1;4;3;;19/05/2017 08:39;09:01;08:48;13,32;107,00;2,98;;Unchecked;Unchecked
4535;3;129;1;19/05/2017;Parlor1;1;1;4;4;;19/05/2017 08:39;06:50;08:46;6,57;87,00;1,50;;Unchecked;Unchecked
4066;3;132;1;19/05/2017;Parlor1;1;1;4;2;;19/05/2017 08:39;12:17;08:51;9,89;75,00;0,90;;Checked;Unchecked
4065;4;137;1;19/05/2017;Parlor1;1;1;4;1;;19/05/2017 08:39;01:37;08:40;1,05;37,00;1,10;;Checked;Unchecked
4525;3;129;1;19/05/2017;Parlor1;1;1;3;8;;19/05/2017 08:58;11:45;09:10;10,42;101,00;1,73;;Unchecked;Unchecked
5402;2;128;1;19/05/2017;Parlor1;1;1;3;7;;19/05/2017 08:57;03:26;09:01;3,00;57,00;2,20;;Checked;Unchecked
5403;3;130;1;19/05/2017;Parlor1;1;1;3;5;;19/05/2017 08:49;06:24;08:56;12,27;126,00;3,83;;Unchecked;Unchecked
4582;3;129;1;19/05/2017;Parlor1;1;1;5;3;;19/05/2017 09:00;08:28;09:08;13,34;110,00;2,40;;Unchecked;Unchecked
4537;2;125;1;19/05/2017;Parlor1;1;1;5;4;;19/05/2017 09:00;05:49;09:06;7,35;130,00;3,73;;Unchecked;Unchecked
5409;3;130;1;19/05/2017;Parlor1;1;1;5;2;;19/05/2017 08:56;06:51;09:02;12,05;106,00;2,55;;Unchecked;Unchecked
4586;2;132;1;19/05/2017;Parlor1;1;1;5;1;;19/05/2017 08:55;08:09;09:03;7,38;102,00;1,78;;Unchecked;Unchecked
4577;2;125;1;19/05/2017;Parlor1;1;1;6;3;;19/05/2017 09:18;10:37;09:28;5,36;107,00;0,95;;Unchecked;Unchecked
4585;2;127;1;19/05/2017;Parlor1;1;1;6;4;;19/05/2017 09:18;05:58;09:24;12,91;115,00;4,98;;Unchecked;Unchecked
4545;2;124;1;19/05/2017;Parlor1;1;1;6;2;;19/05/2017 09:18;08:13;09:26;12,05;130,00;2,40;;Unchecked;Unchecked
4528;2;122;1;19/05/2017;Parlor1;1;1;6;1;;19/05/2017 09:17;02:17;09:20;1,84;84,00;1,83;;Unchecked;Unchecked
4575;2;125;1;19/05/2017;Parlor1;1;1;7;7;;19/05/2017 09:24;12:19;09:36;10,90;128,00;1,33;;Unchecked;Unchecked
5408;5;121;1;19/05/2017;Parlor1;1;1;7;6;;19/05/2017 09:23;04:46;09:28;6,23;168,00;2,23;;Unchecked;Unchecked
4536;2;128;1;19/05/2017;Parlor1;1;1;7;5;;19/05/2017 09:23;08:09;09:31;11,53;94,00;2,83;;Unchecked;Unchecked
4548;4;134;1;19/05/2017;Parlor1;1;2;1;3;;19/05/2017 12:55;07:08;13:02;6,73;181,00;1,95;;Unchecked;Unchecked
4583;4;135;1;19/05/2017;Parlor1;1;2;1;4;;19/05/2017 12:56;08:23;13:04;4,31;140,00;0,00;;Unchecked;Unchecked
5407;4;133;1;19/05/2017;Parlor1;1;2;1;2;;19/05/2017 12:55;08:04;13:03;7,05;167,00;1,25;;Unchecked;Unchecked
4573;4;132;1;19/05/2017;Parlor1;1;2;1;1;;19/05/2017 12:55;04:25;12:59;2,09;163,00;0,80;;Unchecked;Unchecked
4546;4;134;1;19/05/2017;Parlor1;1;2;2;8;;19/05/2017 13:02;06:39;13:09;5,11;142,00;0,00;;Unchecked;Unchecked
4065;4;137;1;19/05/2017;Parlor1;1;2;2;7;;19/05/2017 13:02;04:18;13:06;2,80;200,00;0,38;;Unchecked;Unchecked
4550;4;133;1;19/05/2017;Parlor1;1;2;2;6;;19/05/2017 13:01;08:12;13:09;5,78;174,00;0,75;;Unchecked;Unchecked
4581;4;134;1;19/05/2017;Parlor1;1;2;2;5;;19/05/2017 13:01;12:19;13:13;4,96;142,00;0,80;;Unchecked;Unchecked
5409;3;130;1;19/05/2017;Parlor1;1;2;3;3;;19/05/2017 13:11;03:23;13:15;4,06;134,00;2,28;;Unchecked;Unchecked
4586;2;132;1;19/05/2017;Parlor1;1;2;3;4;;19/05/2017 13:12;03:24;13:15;2,04;105,00;1,23;;Unchecked;Unchecked
5402;2;128;1;19/05/2017;Parlor1;1;2;3;2;;19/05/2017 13:11;02:21;13:13;2,20;157,00;2,18;;Unchecked;Unchecked
4551;3;129;1;19/05/2017;Parlor1;1;2;3;1;;19/05/2017 13:11;04:57;13:15;5,33;149,00;2,80;;Unchecked;Unchecked
4560;3;131;1;19/05/2017;Parlor1;1;2;4;8;;19/05/2017 13:18;05:55;13:24;4,79;29,00;0,95;;Checked;Unchecked
4535;3;129;1;19/05/2017;Parlor1;1;2;4;7;;19/05/2017 13:18;06:46;13:24;2,14;95,00;0,53;;Unchecked;Unchecked
4525;3;129;1;19/05/2017;Parlor1;1;2;4;6;;19/05/2017 13:17;04:07;13:21;3,02;106,00;1,28;;Unchecked;Unchecked
5403;3;130;1;19/05/2017;Parlor1;1;2;4;5;;19/05/2017 13:17;03:20;13:20;3,79;136,00;2,70;;Unchecked;Unchecked
4066;3;132;1;19/05/2017;Parlor1;1;2;5;1;;19/05/2017 13:23;07:35;13:30;5,21;130,00;1,05;;Unchecked;Unchecked
4537;2;125;1;19/05/2017;Parlor1;1;2;6;8;;19/05/2017 13:34;03:50;13:38;3,56;215,00;2,65;;Unchecked;Unchecked
4536;2;128;1;19/05/2017;Parlor1;1;2;6;7;;19/05/2017 13:34;04:23;13:39;5,40;166,00;2,80;;Unchecked;Unchecked
4528;2;122;1;19/05/2017;Parlor1;1;2;6;6;;19/05/2017 13:34;04:56;13:39;0,90;152,00;0,88;;Unchecked;Unchecked
4545;2;124;1;19/05/2017;Parlor1;1;2;6;5;;19/05/2017 13:34;04:21;13:38;4,56;193,00;1,95;;Unchecked;Unchecked
4575;2;125;1;19/05/2017;Parlor1;1;2;7;3;;19/05/2017 13:40;09:47;13:50;2,94;136,00;1,05;;Unchecked;Unchecked
4585;2;127;1;19/05/2017;Parlor1;1;2;7;4;;19/05/2017 13:41;02:43;13:44;3,88;133,00;3,60;;Unchecked;Unchecked
4582;3;129;1;19/05/2017;Parlor1;1;2;7;2;;19/05/2017 13:39;04:31;13:44;4,71;138,00;1,10;;Unchecked;Unchecked
4577;2;125;1;19/05/2017;Parlor1;1;2;7;1;;19/05/2017 13:39;03:36;13:43;2,03;147,00;1,08;;Unchecked;Unchecked
5408;5;121;1;19/05/2017;Parlor1;1;2;8;6;;19/05/2017 13:46;03:08;13:49;2,60;252,00;1,73;;Unchecked;Unchecked
4587;4;137;1;19/05/2017;Parlor1;1;2;8;5;;19/05/2017 13:48;07:04;13:55;2,02;50,00;0,60;;Checked;Unchecked
4573;4;132;1;19/05/2017;Parlor1;1;3;1;3;;19/05/2017 15:45;03:06;15:48;1,07;133,00;0,85;;Unchecked;Unchecked
4548;4;134;1;19/05/2017;Parlor1;1;3;1;4;;19/05/2017 15:45;05:40;15:51;3,15;138,00;1,00;;Unchecked;Unchecked
4583;4;135;1;19/05/2017;Parlor1;1;3;1;2;;19/05/2017 15:45;04:55;15:50;2,78;148,00;1,40;;Unchecked;Unchecked
5407;4;133;1;19/05/2017;Parlor1;1;3;1;1;;19/05/2017 15:45;05:06;15:50;3,51;135,00;1,25;;Unchecked;Unchecked
4525;3;129;1;19/05/2017;Parlor1;1;3;4;8;;19/05/2017 16:04;04:42;16:09;2,38;45,00;0,03;;Checked;Unchecked
4560;3;131;1;19/05/2017;Parlor1;1;3;4;7;;19/05/2017 15:52;06:35;15:59;2,26;29,00;0,28;;Checked;Unchecked
4586;2;132;1;19/05/2017;Parlor1;1;3;4;6;;19/05/2017 15:52;03:20;15:55;1,41;38,00;1,08;;Checked;Unchecked
5409;3;130;1;19/05/2017;Parlor1;1;3;4;5;;19/05/2017 15:52;02:36;15:55;2,32;40,00;2,25;;Checked;Unchecked
5402;2;128;1;19/05/2017;Parlor1;1;3;3;3;;19/05/2017 15:58;02:02;16:00;0,94;96,00;0,98;;Unchecked;Unchecked
5403;3;130;1;19/05/2017;Parlor1;1;3;3;4;;19/05/2017 15:59;02:58;16:02;2,31;132,00;1,98;;Unchecked;Unchecked
4535;3;129;1;19/05/2017;Parlor1;1;3;3;2;;19/05/2017 15:58;06:41;16:04;2,24;165,00;0,43;;Unchecked;Unchecked
4577;2;125;1;19/05/2017;Parlor1;1;3;5;3;;19/05/2017 16:15;07:14;16:22;1,34;163,00;0,88;;Unchecked;Unchecked
4582;3;129;1;19/05/2017;Parlor1;1;3;5;4;;19/05/2017 16:15;08:44;16:24;2,53;133,00;1,63;;Unchecked;Unchecked
4528;2;122;1;19/05/2017;Parlor1;1;3;5;2;;19/05/2017 16:14;01:39;16:16;0,79;213,00;0,78;;Unchecked;Unchecked
4066;3;132;1;19/05/2017;Parlor1;1;3;5;1;;19/05/2017 16:14;05:17;16:19;2,28;95,00;0,58;;Unchecked;Unchecked
4585;2;127;1;19/05/2017;Parlor1;1;3;6;8;;19/05/2017 16:24;02:37;16:27;2,40;132,00;2,28;;Unchecked;Unchecked
4575;2;125;1;19/05/2017;Parlor1;1;3;6;7;;19/05/2017 16:23;07:24;16:31;1,98;143,00;0,03;;Unchecked;Unchecked
4536;2;128;1;19/05/2017;Parlor1;1;3;6;6;;19/05/2017 16:23;04:38;16:28;2,71;123,00;1,70;;Unchecked;Unchecked
4537;2;125;1;19/05/2017;Parlor1;1;3;6;5;;19/05/2017 16:22;07:39;16:30;1,71;167,00;1,25;;Unchecked;Unchecked
4587;4;137;1;19/05/2017;Parlor1;1;3;7;3;;19/05/2017 16:33;11:28;16:45;2,98;151,00;0,35;;Unchecked;Unchecked
5408;5;121;1;19/05/2017;Parlor1;1;3;7;2;;19/05/2017 16:31;03:05;16:35;1,53;239,00;1,25;;Unchecked;Unchecked
4545;2;124;1;19/05/2017;Parlor1;1;3;7;1;;19/05/2017 16:31;05:08;16:36;2,72;167,00;1,13;;Unchecked;Unchecked
4065;4;137;1;19/05/2017;Parlor1;1;3;0;8;;19/05/2017 15:48;01:37;15:50;1,44;0,00;0,05;;Unchecked;Unchecked
4546;4;134;1;19/05/2017;Parlor1;1;3;0;7;;19/05/2017 15:48;12:17;16:00;9,58;0,00;0,80;;Unchecked;Unchecked
4550;4;133;1;19/05/2017;Parlor1;1;3;0;5;;19/05/2017 15:48;06:11;15:54;6,57;0,00;0,50;;Unchecked;Unchecked
4551;3;129;1;19/05/2017;Parlor1;1;3;0;1;;19/05/2017 15:57;07:35;16:05;9,56;0,00;2,18;;Unchecked;Unchecked
4581;4;134;1;19/05/2017;Parlor1;1;3;0;6;;19/05/2017 15:48;14:23;16:02;6,19;0,00;0,50;;Unchecked;Unchecked
4586;2;132;1;20/05/2017;Parlor1;1;1;1;8;;20/05/2017 08:45;10:27;08:55;17,08;238,00;0,00;;Unchecked;Unchecked
4535;3;129;1;20/05/2017;Parlor1;1;1;1;7;;20/05/2017 08:45;10:47;08:55;5,99;78,00;0,00;;Checked;Unchecked
5409;3;130;1;20/05/2017;Parlor1;1;1;1;6;;20/05/2017 08:44;11:42;08:55;11,39;100,00;0,00;;Unchecked;Unchecked
4551;3;129;1;20/05/2017;Parlor1;1;1;1;5;;20/05/2017 08:43;11:58;08:55;26,56;194,00;0,00;;Unchecked;Unchecked
4546;4;134;1;20/05/2017;Parlor1;1;1;2;3;;20/05/2017 08:24;10:18;08:35;12,50;93,00;2,15;;Unchecked;Unchecked
4581;4;134;1;20/05/2017;Parlor1;1;1;2;4;;20/05/2017 08:51;04:42;08:56;15,29;111,00;0,50;;Unchecked;Unchecked
4065;4;137;1;20/05/2017;Parlor1;1;1;2;2;;20/05/2017 08:23;01:39;08:25;0,41;13,00;0,45;;Checked;Unchecked
4550;4;133;1;20/05/2017;Parlor1;1;1;2;1;;20/05/2017 08:23;12:42;08:36;14,11;104,00;1,25;;Unchecked;Unchecked
4560;3;131;1;20/05/2017;Parlor1;1;1;3;8;;20/05/2017 09:03;11:57;09:15;14,03;95,00;1,83;;Unchecked;Unchecked
4525;3;129;1;20/05/2017;Parlor1;1;1;3;7;;20/05/2017 09:01;14:12;09:15;10,60;101,00;2,08;;Unchecked;Unchecked
4066;3;132;1;20/05/2017;Parlor1;1;1;3;6;;20/05/2017 09:01;13:02;09:14;11,62;89,00;1,58;;Unchecked;Unchecked
5403;3;130;1;20/05/2017;Parlor1;1;1;3;5;;20/05/2017 09:01;06:31;09:07;11,69;115,00;4,00;;Unchecked;Unchecked
4537;2;125;1;20/05/2017;Parlor1;1;1;4;8;;20/05/2017 09:23;07:23;09:30;7,91;127,00;4,30;;Unchecked;Unchecked
4536;2;128;1;20/05/2017;Parlor1;1;1;4;7;;20/05/2017 09:23;09:43;09:33;12,76;102,00;0,20;;Unchecked;Unchecked
4575;2;125;1;20/05/2017;Parlor1;1;1;4;6;;20/05/2017 09:22;09:27;09:31;10,69;126,00;1,88;;Unchecked;Unchecked
5402;2;128;1;20/05/2017;Parlor1;1;1;4;5;;20/05/2017 09:22;03:11;09:25;3,59;74,00;2,88;;Checked;Unchecked
4585;2;127;1;20/05/2017;Parlor1;1;1;5;3;;20/05/2017 09:28;08:38;09:37;12,76;113,00;5,38;;Unchecked;Unchecked
4545;2;124;1;20/05/2017;Parlor1;1;1;5;4;;20/05/2017 09:28;10:00;09:38;13,10;137,00;2,38;;Unchecked;Unchecked
4582;3;129;1;20/05/2017;Parlor1;1;1;5;2;;20/05/2017 09:27;17:05;09:44;14,90;121,00;0,03;;Unchecked;Unchecked
4528;2;122;1;20/05/2017;Parlor1;1;1;5;1;;20/05/2017 09:27;02:36;09:29;1,92;86,00;1,80;;Unchecked;Unchecked
4587;4;137;1;20/05/2017;Parlor1;1;1;6;7;;20/05/2017 09:47;16:45;10:04;10,71;98,00;1,18;;Unchecked;Unchecked
5408;5;121;1;20/05/2017;Parlor1;1;1;6;6;;20/05/2017 09:45;09:08;09:54;9,07;202,00;3,20;;Unchecked;Unchecked
4577;2;125;1;20/05/2017;Parlor1;1;1;6;5;;20/05/2017 10:07;00:44;10:08;4,99;86,00;1,18;;Unchecked;Unchecked
4548;4;134;1;20/05/2017;Parlor1;1;1;0;5;;20/05/2017 08:27;06:11;08:33;7,16;0,00;2,38;;Unchecked;Unchecked
4573;4;132;1;20/05/2017;Parlor1;1;1;0;7;;20/05/2017 08:28;06:47;08:35;2,24;0,00;0,65;;Unchecked;Unchecked
4583;4;135;1;20/05/2017;Parlor1;1;1;0;6;;20/05/2017 08:27;14:35;08:42;5,90;0,00;2,50;;Unchecked;Unchecked
5407;4;133;1;20/05/2017;Parlor1;1;1;0;8;;20/05/2017 08:28;05:33;08:34;7,31;0,00;1,13;;Unchecked;Unchecked
5407;4;133;1;20/05/2017;Parlor1;1;2;1;3;;20/05/2017 12:50;07:16;12:58;6,47;163,00;1,28;;Unchecked;Unchecked
4546;4;134;1;20/05/2017;Parlor1;1;2;1;4;;20/05/2017 12:51;07:15;12:58;6,04;159,00;1,40;;Unchecked;Unchecked
4065;4;137;1;20/05/2017;Parlor1;1;2;1;2;;20/05/2017 12:51;05:46;12:57;3,41;200,00;0,05;;Unchecked;Unchecked
4548;4;134;1;20/05/2017;Parlor1;1;2;1;1;;20/05/2017 12:50;07:14;12:57;6,75;173,00;1,78;;Unchecked;Unchecked
4573;4;132;1;20/05/2017;Parlor1;1;2;2;8;;20/05/2017 12:55;04:14;12:59;2,14;175,00;0,80;;Unchecked;Unchecked
4583;4;135;1;20/05/2017;Parlor1;1;2;2;7;;20/05/2017 12:54;05:12;12:59;4,64;144,00;2,40;;Unchecked;Unchecked
4581;4;134;1;20/05/2017;Parlor1;1;2;2;6;;20/05/2017 12:56;10:12;13:06;6,13;174,00;1,00;;Unchecked;Unchecked
4550;4;133;1;20/05/2017;Parlor1;1;2;2;5;;20/05/2017 12:54;07:55;13:02;6,25;162,00;1,05;;Unchecked;Unchecked
4535;3;129;1;20/05/2017;Parlor1;1;2;3;3;;20/05/2017 13:07;03:51;13:11;3,18;150,00;1,93;;Unchecked;Unchecked
5403;3;130;1;20/05/2017;Parlor1;1;2;3;4;;20/05/2017 13:07;03:13;13:10;4,25;162,00;3,43;;Unchecked;Unchecked
4551;3;129;1;20/05/2017;Parlor1;1;2;3;2;;20/05/2017 13:06;04:16;13:11;4,69;122,00;2,48;;Unchecked;Unchecked
5409;3;130;1;20/05/2017;Parlor1;1;2;3;1;;20/05/2017 13:07;05:11;13:12;4,04;127,00;0,03;;Unchecked;Unchecked
4525;3;129;1;20/05/2017;Parlor1;1;2;4;8;;20/05/2017 13:14;06:46;13:21;2,88;103,00;0,03;;Unchecked;Unchecked
4066;3;132;1;20/05/2017;Parlor1;1;2;4;7;;20/05/2017 13:14;05:54;13:20;4,04;117,00;1,03;;Unchecked;Unchecked
4560;3;131;1;20/05/2017;Parlor1;1;2;4;6;;20/05/2017 13:14;07:18;13:21;6,35;163,00;1,90;;Unchecked;Unchecked
5402;2;128;1;20/05/2017;Parlor1;1;2;4;5;;20/05/2017 13:13;02:54;13:16;2,62;225,00;2,33;;Unchecked;Unchecked
4545;2;124;1;20/05/2017;Parlor1;1;2;5;3;;20/05/2017 13:25;29:18;13:54;3,79;159,00;1,73;;Unchecked;Unchecked
4528;2;122;1;20/05/2017;Parlor1;1;2;5;4;;20/05/2017 13:27;21:45;13:49;1,81;200,00;1,38;;Unchecked;Unchecked
4536;2;128;1;20/05/2017;Parlor1;1;2;5;2;;20/05/2017 13:25;25:27;13:50;2,29;72,00;1,90;;Checked;Unchecked
4586;2;132;1;20/05/2017;Parlor1;1;2;5;1;;20/05/2017 13:25;22:43;13:48;0,50;23,00;1,73;;Checked;Unchecked
4575;2;125;1;20/05/2017;Parlor1;1;2;6;8;;20/05/2017 13:32;04:13;13:36;3,47;157,00;1,93;;Unchecked;Unchecked
4582;3;129;1;20/05/2017;Parlor1;1;2;6;7;;20/05/2017 13:31;04:22;13:36;4,25;135,00;2,08;;Unchecked;Unchecked
4585;2;127;1;20/05/2017;Parlor1;1;2;6;6;;20/05/2017 13:29;02:29;13:31;3,19;110,00;3,03;;Unchecked;Unchecked
4537;2;125;1;20/05/2017;Parlor1;1;2;6;5;;20/05/2017 13:29;05:26;13:35;3,72;229,00;2,98;;Unchecked;Unchecked
4065;4;137;1;20/05/2017;Parlor1;1;3;1;3;;20/05/2017 15:39;04:18;15:43;0,81;155,00;0,50;;Unchecked;Unchecked
5407;4;133;1;20/05/2017;Parlor1;1;3;1;4;;20/05/2017 15:38;04:48;15:43;3,40;134,00;1,20;;Unchecked;Unchecked
4546;4;134;1;20/05/2017;Parlor1;1;3;1;2;;20/05/2017 15:38;04:56;15:43;3,32;140,00;1,58;;Unchecked;Unchecked
4548;4;134;1;20/05/2017;Parlor1;1;3;1;1;;20/05/2017 15:38;04:50;15:43;3,40;137,00;1,45;;Unchecked;Unchecked
4587;4;137;1;20/05/2017;Parlor1;1;3;6;3;;20/05/2017 16:25;07:34;16:33;2,14;200,00;0,73;;Unchecked;Unchecked
4550;4;133;1;20/05/2017;Parlor1;1;3;2;7;;20/05/2017 15:41;04:54;15:46;2,91;124,00;0,90;;Unchecked;Unchecked
4573;4;132;1;20/05/2017;Parlor1;1;3;2;6;;20/05/2017 15:41;01:39;15:43;0,16;21,00;0,15;;Checked;Unchecked
4583;4;135;1;20/05/2017;Parlor1;1;3;2;5;;20/05/2017 15:41;03:28;15:44;2,24;112,00;1,55;;Unchecked;Unchecked
5403;3;130;1;20/05/2017;Parlor1;1;3;3;3;;20/05/2017 15:50;02:45;15:52;2,31;132,00;2,18;;Unchecked;Unchecked
4066;3;132;1;20/05/2017;Parlor1;1;3;3;4;;20/05/2017 15:50;04:47;15:55;2,49;116,00;0,98;;Unchecked;Unchecked
4551;3;129;1;20/05/2017;Parlor1;1;3;3;2;;20/05/2017 15:50;02:34;15:53;2,53;105,00;2,03;;Unchecked;Unchecked
4535;3;129;1;20/05/2017;Parlor1;1;3;3;1;;20/05/2017 15:50;01:38;15:51;0,19;14,00;0,25;;Checked;Unchecked
4536;2;128;1;20/05/2017;Parlor1;1;3;4;3;;20/05/2017 16:08;05:55;16:14;2,39;113,00;0,75;;Unchecked;Unchecked
4575;2;125;1;20/05/2017;Parlor1;1;3;4;4;;20/05/2017 16:08;03:43;16:12;1,97;142,00;1,18;;Unchecked;Unchecked
4545;2;124;1;20/05/2017;Parlor1;1;3;4;2;;20/05/2017 16:07;03:18;16:11;2,34;144,00;1,70;;Unchecked;Unchecked
4537;2;125;1;20/05/2017;Parlor1;1;3;4;1;;20/05/2017 16:08;03:26;16:11;1,80;174,00;1,38;;Unchecked;Unchecked
4586;2;132;1;20/05/2017;Parlor1;1;3;5;8;;20/05/2017 16:17;04:54;16:22;3,98;200,00;0,00;;Unchecked;Unchecked
4582;3;129;1;20/05/2017;Parlor1;1;3;5;7;;20/05/2017 16:16;06:12;16:22;5,66;200,00;0,00;;Unchecked;Unchecked
4585;2;127;1;20/05/2017;Parlor1;1;3;5;6;;20/05/2017 16:15;06:24;16:22;2,04;100,00;0,00;;Unchecked;Unchecked
4577;2;125;1;20/05/2017;Parlor1;1;3;5;5;;20/05/2017 16:15;06:47;16:22;0,51;22,00;0,00;;Checked;Unchecked
5408;5;121;1;20/05/2017;Parlor1;1;3;6;4;;20/05/2017 16:25;03:00;16:28;1,63;86,00;1,20;;Unchecked;Unchecked
4557;3;117;1;20/05/2017;Parlor1;1;3;6;2;;20/05/2017 16:24;05:04;16:29;3,58;100,00;0,65;;Unchecked;Unchecked
4528;2;122;1;20/05/2017;Parlor1;1;3;6;1;;20/05/2017 16:25;01:39;16:26;0,41;100,00;0,40;;Unchecked;Unchecked
4525;3;129;1;20/05/2017;Parlor1;1;3;0;8;;20/05/2017 16:02;12:55;16:15;5,36;0,00;0,03;;Unchecked;Unchecked
4560;3;131;1;20/05/2017;Parlor1;1;3;0;7;;20/05/2017 16:03;13:00;16:16;11,27;0,00;0,80;;Unchecked;Unchecked
5402;2;128;1;20/05/2017;Parlor1;1;3;0;5;;20/05/2017 16:01;06:36;16:08;2,44;0,00;1,73;;Unchecked;Unchecked
5409;3;130;1;20/05/2017;Parlor1;1;3;0;6;;20/05/2017 16:01;09:04;16:10;5,84;0,00;2,33;;Unchecked;Unchecked
796;;;;;;;;;;;;;;;;;;;
